-50.35 -19.89 2.73  
-44.63 -21.28 7.51  
-48.16 -20.25 1.46  
-46.95 -21.60 5.26  
-45.04 -21.14 9.62  
-46.32 -20.67 9.48  
-49.18 -20.30 1.70  
-45.67 -21.59 16.18 
-48.18 -21.02 4.77  
-45.49 -21.61 8.05  
-48.55 -20.00 2.97  
-51.65 -26.00 0.31  
-52.00 -25.78 0.38  
-53.48 -25.53 0.83  
-51.74 -25.49 0.21  
-51.08 -26.23 1.34  
-53.74 -24.19 4.62  
-54.56 -22.97 1.01  
-54.58 -25.42 0.57  
-53.53 -22.38 1.17  
-53.17 -23.18 4.53  
-48.54 -17.99 4.66  
-48.67 -16.15 3.45  
-47.98 -18.45 6.32  
-49.10 -18.42 2.18  
-47.70 -19.13 5.69  
-50.16 -18.07 2.54  
-47.68 -18.05 3.70  
-50.50 -19.02 2.72  
-50.52 -22.94 2.63  
-51.33 -22.65 6.91  
-49.73 -23.01 2.82  
-49.23 -23.22 3.25  
-50.71 -24.06 2.62  
-52.87 -22.50 10.00 
-47.33 -16.21 0.75  
-44.76 -18.95 7.55  
-44.86 -15.93 0.63  
-45.07 -16.37 2.81  
-45.27 -18.16 10.35 
-43.83 -11.35 0.00  
-48.55 -22.52 5.79  
-46.91 -23.46 2.34  
-48.99 -21.76 1.68  
-50.20 -21.12 1.24  
-48.30 -13.40 0.51  
-51.20 -27.78 1.19  
-51.33 -27.60 1.98  
-53.04 -27.14 0.35  
-52.38 -27.27 1.27  
-51.78 -27.52 1.02  
-52.73 -27.35 0.00  
-52.54 -26.66 0.41  
-55.05 -28.14 0.00  
-51.87 -18.68 5.86  
-50.76 -19.16 19.50 
-50.64 -19.12 7.71  
-51.35 -20.40 9.58  
-51.63 -20.86 14.45 
-53.18 -20.06 10.75 
-52.87 -21.66 5.87  
-52.91 -22.46 12.56 
-50.80 -13.69 1.10  
-49.26 -08.27 0.69  
-48.37 -09.76 0.00  
-47.39 -09.31 0.00  
-47.48 -07.33 0.00  
-49.65 -03.83 0.00  
-51.67 -29.07 0.29  
-51.39 -29.01 0.83  
-53.28 -29.45 0.00  
-52.54 -28.56 0.00  
-53.19 -29.02 0.00  
-48.87 -25.14 2.22  
-49.52 -27.14 3.08  
-69.12 -12.60 5.85  
-59.46 -10.16 3.61  
-65.35 -10.73 1.96  
-58.96 -15.12 1.38  
-64.65 -09.25 3.33  
-64.43 -12.43 0.87  
-60.70 -11.99 3.58  
-63.45 -08.75 3.89  
-63.97 -08.87 0.77  
-52.00 -06.74 0.97  
-51.77 -06.75 0.00  
-51.91 -03.41 0.00  
-55.77 -10.98 8.53  
-57.04 -09.19 4.83  
-42.57 -16.74 0.00  
-39.59 -15.97 0.00  
-59.47 -01.92 0.00  
-54.30 -02.82 0.00  
-52.52 -00.65 0.00  
-51.20  00.86 0.00  
-43.57 -06.75 0.00  
-54.83 -17.09 2.39  
-58.73 -15.24 1.50  
-55.78 -14.87 1.76  
-54.83 -17.61 0.78  
-39.00 -12.58 0.00  
-40.20 -17.90 0.00  
-41.72 -20.92 0.00  
-42.85 -20.21 0.52  
-42.85 -19.64 0.41  
-42.66 -19.12 0.00  
-40.92 -19.50 0.00  
-45.87 -23.37 8.83  
-46.03 -23.20 6.07  
-44.57 -22.53 8.56  
-43.84 -22.48 9.94  
-43.54 -21.91 8.37  
-43.36 -21.94 2.47  
-42.58 -21.84 3.73  
-43.83 -22.69 4.74  
-53.67 -25.51 0.67  
-42.41 -21.45 0.00  
-64.66 -09.26 5.50  
-51.77 -03.13 0.30  
