-50.35 -19.89 1.61  
-44.63 -21.28 7.00  
-48.16 -20.25 1.28  
-46.95 -21.60 1.87  
-45.04 -21.14 9.99  
-46.32 -20.67 6.45  
-49.18 -20.30 1.44  
-45.67 -21.59 7.41  
-48.18 -21.02 2.69  
-45.49 -21.61 7.80  
-48.55 -20.00 1.40  
-51.65 -26.00 4.60  
-52.00 -25.78 0.41  
-53.48 -25.53 0.00  
-51.74 -25.49 3.15  
-51.08 -26.23 5.15  
-53.74 -24.19 0.46  
-54.56 -22.97 0.28  
-54.58 -25.42 1.57  
-53.53 -22.38 0.67  
-53.17 -23.18 14.86 
-48.54 -17.99 7.26  
-48.67 -16.15 17.08 
-47.98 -18.45 2.32  
-49.10 -18.42 2.30  
-47.70 -19.13 1.32  
-50.16 -18.07 9.28  
-47.68 -18.05 5.31  
-50.50 -19.02 3.73  
-50.52 -22.94 8.27  
-51.33 -22.65 17.82 
-49.73 -23.01 6.23  
-49.23 -23.22 7.77  
-50.71 -24.06 17.13 
-52.87 -22.50 9.07  
-47.33 -16.21 9.68  
-44.76 -18.95 11.88 
-44.86 -15.93 2.45  
-45.07 -16.37 3.54  
-45.27 -18.16 5.85  
-43.83 -11.35 0.00  
-48.55 -22.52 5.70  
-46.91 -23.46 13.73 
-48.99 -21.76 2.64  
-50.20 -21.12 3.29  
-48.30 -13.40 8.38  
-51.20 -27.78 0.00  
-51.33 -27.60 0.00  
-53.04 -27.14 0.00  
-52.38 -27.27 0.00  
-51.78 -27.52 0.00  
-52.73 -27.35 0.00  
-52.54 -26.66 0.00  
-55.05 -28.14 0.00  
-51.87 -18.68 1.73  
-50.76 -19.16 4.12  
-50.64 -19.12 5.55  
-51.35 -20.40 6.16  
-51.63 -20.86 8.22  
-53.18 -20.06 2.87  
-52.87 -21.66 0.97  
-52.91 -22.46 5.87  
-50.80 -13.69 5.78  
-49.26 -08.27 8.22  
-48.37 -09.76 4.00  
-47.39 -09.31 4.18  
-47.48 -07.33 6.58  
-49.65 -03.83 5.56  
-51.67 -29.07 0.00  
-51.39 -29.01 0.00  
-53.28 -29.45 0.00  
-52.54 -28.56 0.00  
-53.19 -29.02 0.00  
-48.87 -25.14 9.72  
-49.52 -27.14 0.00  
-69.12 -12.60 0.22  
-59.46 -10.16 0.88  
-65.35 -10.73 0.24  
-58.96 -15.12 0.55  
-64.65 -09.25 0.62  
-64.43 -12.43 1.33  
-60.70 -11.99 5.24  
-63.45 -08.75 0.32  
-63.97 -08.87 3.10  
-52.00 -06.74 2.93  
-51.77 -06.75 7.67  
-51.91 -03.41 0.25  
-55.77 -10.98 4.37  
-57.04 -09.19 0.00  
-42.57 -16.74 1.24  
-39.59 -15.97 0.00  
-59.47 -01.92 0.00  
-54.30 -02.82 0.00  
-52.52 -00.65 0.00  
-51.20  00.86 0.00  
-43.57 -06.75 1.77  
-54.83 -17.09 1.27  
-58.73 -15.24 0.84  
-55.78 -14.87 5.51  
-54.83 -17.61 0.50  
-39.00 -12.58 0.00  
-40.20 -17.90 0.00  
-41.72 -20.92 14.39 
-42.85 -20.21 15.75 
-42.85 -19.64 15.29 
-42.66 -19.12 7.87  
-40.92 -19.50 3.94  
-45.87 -23.37 11.90 
-46.03 -23.20 11.57 
-44.57 -22.53 12.51 
-43.84 -22.48 13.74 
-43.54 -21.91 15.57 
-43.36 -21.94 9.26  
-42.58 -21.84 11.40 
-43.83 -22.69 4.38  
-53.67 -25.51 0.00  
-42.41 -21.45 15.37 
-64.66 -09.26 0.30  
-51.77 -03.13 1.20  
