-50.35 -19.89   0.00   0.00   0.00   2.35   0.00   0.00   0.00   0.00   0.00   0.00   1.63   2.69   5.29   0.00   0.00   0.00   0.00   0.00   0.00   2.87   4.73   0.57   0.00   0.00   0.00   0.00   2.07  18.58   8.03  14.21   1.11   1.83   9.33   2.11  14.79   0.54   2.48  12.92   0.75   0.68   1.35  21.63  12.26   7.33   0.00
-44.63 -21.28   0.00   0.00   0.00   5.42   0.00   0.00   0.00   0.30   1.89   1.47   7.02   1.77   2.45   1.69   0.58   0.00   0.00   0.00   0.00   0.42  20.94  15.70   1.93   4.17   0.72   1.53   1.69   1.41   1.14   6.88   4.49   0.00  10.80   5.71   6.93   1.10   0.54   1.07   0.00   0.00  11.06   8.40  21.88   4.27   1.39
-48.16 -20.25   0.00   0.00   0.00   0.31   0.00   0.00   0.00   0.00   0.00   0.00   1.31   0.00  15.21   0.80   0.39   0.00   0.00   0.00   0.00   0.72   1.24   4.55   0.00   0.00   0.00   0.00   0.33  18.01   5.26  17.75   3.65   8.14   3.73   3.07  23.02   0.32   2.32   4.41   0.13   0.00   2.44  20.17   4.87  17.12   0.27
-46.95 -21.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   3.86   2.07   0.52  16.31   0.45   0.40   0.00   0.00   0.00   0.00   3.57   5.23   2.00   0.00   0.33   0.00   0.61   0.00  19.21   6.57  16.91   2.03   4.46   2.60  15.24  23.58   0.15   2.17   2.80   0.21   0.00   5.31  12.25   9.31  12.87   0.28
-45.04 -21.14   0.00   0.00   0.00   7.57   0.00   0.00   0.00   0.00   0.28   0.55   3.14   1.25   0.00   0.66   0.24   0.00   0.00   0.00   0.00   0.00  12.12  13.82   2.57   1.31   0.73   0.76   0.41   0.75   1.27  13.21   2.31   0.00   6.92   6.85  22.24   0.96   0.71   2.12   0.00   0.00   7.92   6.34  17.24   6.76   1.01
-46.32 -20.67   0.00   0.00   0.00   2.38   0.00   0.00   0.00   0.00   0.00   0.61   1.92   0.86   6.11   1.05   0.67   0.00   0.00   0.00   0.00   1.45   5.61   7.19   2.68   0.43   0.27   1.23   0.25   6.34   6.16  17.57   2.34   1.28   2.26   7.83  22.24   0.46   1.03   1.88   0.00   0.00   4.68   6.51  13.98  11.09   0.74
-49.18 -20.30   0.00   0.00   0.00   0.55   0.00   0.00   0.00   0.00   0.00   1.29   1.86   0.00   8.85   0.69   0.58   0.00   0.00   0.00   0.00   2.09   3.63   1.59   0.00   0.00   0.00   0.22   0.84  15.09   7.31  14.97   2.10   5.62   7.07   5.02  17.04   0.41   3.34   6.50   0.33   0.20   2.58  19.94   7.62  14.04   0.29
-45.67 -21.59   0.00   0.00   0.00   0.32   0.00   0.00   0.00   0.69   2.80   7.02   2.39  15.11  26.98   1.44   1.07   0.00   0.00   0.00   0.00   4.85  11.02   4.92   0.00   1.62   0.86   2.04   1.92  13.51  10.31  15.26   2.49   4.49  12.79  11.60  13.24   0.76   2.07   2.04   0.00   0.36  11.16  13.36  15.30   6.04   0.67
-48.18 -21.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.43   0.40   9.13   4.32   5.45  11.56   1.12   0.38   0.00   0.00   0.00   0.00   5.45   3.39   0.25   0.00   0.40   0.34   1.32   0.63  19.12  11.75   7.99   5.56   9.70   7.18  13.32  16.25   0.00   4.94   4.61   0.42   0.30   5.17  22.29   8.75  11.18   0.48
-45.49 -21.61   0.00   0.00   0.00   1.65   0.00   0.00   0.00   0.00   0.21   4.26   2.12  13.46   8.51   0.28   0.75   0.00   0.00   0.00   0.00   4.40  13.86   9.66   0.00   2.30   1.08   2.57   0.99   6.08   6.08   8.50   2.34   4.16  20.54   7.11   8.38   1.04   2.02   3.74   0.00   0.00  11.02  17.19  14.30   3.70   0.79
