-50.35 -19.89 2.60
-44.63 -21.28 2.50
-48.16 -20.25 1.70
-46.95 -21.60 4.10
-45.04 -21.14 1.70
-46.32 -20.67 2.10
-49.18 -20.30 2.40
-45.67 -21.59 5.20
-48.18 -21.02 2.90
-45.49 -21.61 5.30
-48.55 -20.00 1.40
-51.65 -26.00 3.30
-52.00 -25.78 2.00
-53.48 -25.53 0.90
-51.74 -25.49 2.80
-51.08 -26.23 3.70
-53.74 -24.19 0.80
-54.56 -22.97 0.10
-54.58 -25.42 0.10
-53.53 -22.38 0.00
-53.17 -23.18 1.20
-48.54 -17.99 0.10
-48.67 -16.15 0.10
-47.98 -18.45 0.40
-49.10 -18.42 0.20
-47.70 -19.13 0.40
-50.16 -18.07 0.60
-47.68 -18.05 0.20
-50.50 -19.02 1.00
-50.52 -22.94 0.50
-51.33 -22.65 0.80
-49.73 -23.01 2.20
-49.23 -23.22 2.80
-50.71 -24.06 3.00
-52.87 -22.50 0.40
-47.33 -16.21 0.10
-44.76 -18.95 0.90
-44.86 -15.93 0.20
-45.07 -16.37 0.80
-45.27 -18.16 1.20
-43.83 -11.35 0.20
-48.55 -22.52 2.10
-46.91 -23.46 4.20
-48.99 -21.76 1.10
-50.20 -21.12 0.70
-48.30 -13.40 0.10
-51.20 -27.78 1.70
-51.33 -27.60 2.60
-53.04 -27.14 0.30
-52.38 -27.27 1.30
-51.78 -27.52 0.90
-52.73 -27.35 0.40
-52.54 -26.66 0.50
-55.05 -28.14 0.90
-51.87 -18.68 0.70
-50.76 -19.16 0.90
-50.64 -19.12 0.60
-51.35 -20.40 0.70
-51.63 -20.86 0.70
-53.18 -20.06 0.30
-52.87 -21.66 0.00
-52.91 -22.46 0.30
-50.80 -13.69 0.10
-49.26 -08.27 0.40
-48.37 -09.76 0.00
-47.39 -09.31 0.60
-47.48 -07.33 0.90
-49.65 -03.83 0.20
-51.67 -29.07 0.90
-51.39 -29.01 2.10
-53.28 -29.45 1.20
-52.54 -28.56 0.50
-53.19 -29.02 0.10
-48.87 -25.14 3.30
-49.52 -27.14 3.70
-69.12 -12.60 0.50
-59.46 -10.16 0.10
-65.35 -10.73 0.00
-58.96 -15.12 0.00
-64.65 -09.25 0.20
-64.43 -12.43 0.00
-60.70 -11.99 0.10
-63.45 -08.75 0.40
-63.97 -08.87 0.40
-52.00 -06.74 0.10
-51.77 -06.75 0.60
-51.91 -03.41 0.50
-55.77 -10.98 0.00
-57.04 -09.19 0.20
-42.57 -16.74 0.60
-39.59 -15.97 1.60
-59.47 -01.92 2.10
-54.30 -02.82 0.60
-52.52 -00.65 0.70
-51.20  00.86 0.50
-43.57 -06.75 0.70
-54.83 -17.09 0.10
-58.73 -15.24 0.00
-55.78 -14.87 0.00
-54.83 -17.61 0.30
-39.00 -12.58 0.30
-40.20 -17.90 3.10
-41.72 -20.92 2.70
-42.85 -20.21 2.60
-42.85 -19.64 1.10
-42.66 -19.12 1.50
-40.92 -19.50 2.20
-45.87 -23.37 6.80
-46.03 -23.20 4.80
-44.57 -22.53 5.20
-43.84 -22.48 5.80
-43.54 -21.91 2.30
-43.36 -21.94 2.30
-42.58 -21.84 4.40
-43.83 -22.69 6.30
-53.67 -25.51 0.70
-42.41 -21.45 3.00
-64.66 -09.26 0.50
-51.77 -03.13 0.50
-49.95 -21.60 0.00
-45.57 -06.75 0.00
-43.82 -11.34 00.10
-43.30 -11.58 00.40
-40.84 -09.45 00.60
-41.00 -09.40 00.70
