-50.35 -19.89 0.70
-44.63 -21.28 0.70
-48.16 -20.25 0.50
-46.95 -21.60 1.10
-45.04 -21.14 0.40
-46.32 -20.67 0.60
-49.18 -20.30 0.50
-45.67 -21.59 1.90
-48.18 -21.02 1.00
-45.49 -21.61 1.60
-48.55 -20.00 0.50
-51.65 -26.00 9.20
-52.00 -25.78 5.00
-53.48 -25.53 2.00
-51.74 -25.49 5.80
-51.08 -26.23 9.50
-53.74 -24.19 1.30
-54.56 -22.97 1.10
-54.58 -25.42 0.50
-53.53 -22.38 1.10
-53.17 -23.18 2.40
-48.54 -17.99 0.00
-48.67 -16.15 0.00
-47.98 -18.45 0.10
-49.10 -18.42 0.00
-47.70 -19.13 0.10
-50.16 -18.07 0.10
-47.68 -18.05 0.10
-50.50 -19.02 0.30
-50.52 -22.94 0.50
-51.33 -22.65 1.20
-49.73 -23.01 3.20
-49.23 -23.22 2.70
-50.71 -24.06 6.50
-52.87 -22.50 1.40
-47.33 -16.21 0.00
-44.76 -18.95 0.20
-44.86 -15.93 0.10
-45.07 -16.37 0.20
-45.27 -18.16 0.30
-43.83 -11.35 0.10
-48.55 -22.52 1.40
-46.91 -23.46 2.60
-48.99 -21.76 0.70
-50.20 -21.12 0.40
-48.30 -13.40 0.00
-51.20 -27.78 5.00
-51.33 -27.60 6.50
-53.04 -27.14 1.30
-52.38 -27.27 4.40
-51.78 -27.52 3.10
-52.73 -27.35 1.80
-52.54 -26.66 1.60
-55.05 -28.14 4.10
-51.87 -18.68 0.10
-50.76 -19.16 0.10
-50.64 -19.12 0.10
-51.35 -20.40 0.30
-51.63 -20.86 0.30
-53.18 -20.06 0.60
-52.87 -21.66 0.30
-52.91 -22.46 0.70
-50.80 -13.69 0.00
-49.26 -08.27 0.20
-48.37 -09.76 0.00
-47.39 -09.31 0.20
-47.48 -07.33 0.40
-49.65 -03.83 0.10
-51.67 -29.07 2.60
-51.39 -29.01 4.60
-53.28 -29.45 3.90
-52.54 -28.56 2.10
-53.19 -29.02 0.30
-48.87 -25.14 5.60
-49.52 -27.14 9.50
-69.12 -12.60 0.60
-59.46 -10.16 0.10
-65.35 -10.73 0.40
-58.96 -15.12 0.30
-64.65 -09.25 0.40
-64.43 -12.43 0.40
-60.70 -11.99 0.10
-63.45 -08.75 0.60
-63.97 -08.87 0.60
-52.00 -06.74 0.00
-51.77 -06.75 0.20
-51.91 -03.41 0.30
-55.77 -10.98 0.00
-57.04 -09.19 0.30
-42.57 -16.74 0.10
-39.59 -15.97 0.30
-59.47 -01.92 2.10
-54.30 -02.82 0.90
-52.52 -00.65 0.50
-51.20  00.86 0.40
-43.57 -06.75 0.40
-54.83 -17.09 0.00
-58.73 -15.24 0.10
-55.78 -14.87 0.00
-54.83 -17.61 0.10
-39.00 -12.58 0.20
-40.20 -17.90 0.70
-41.72 -20.92 0.60
-42.85 -20.21 0.60
-42.85 -19.64 0.30
-42.66 -19.12 0.20
-40.92 -19.50 0.40
-45.87 -23.37 3.20
-46.03 -23.20 2.20
-44.57 -22.53 2.30
-43.84 -22.48 2.20
-43.54 -21.91 0.70
-43.36 -21.94 0.70
-42.58 -21.84 1.60
-43.83 -22.69 2.90
-53.67 -25.51 1.50
-42.41 -21.45 0.70
-64.66 -09.26 0.60
-51.77 -03.13 0.30
-49.95 -21.60 0.00
-45.57 -06.75 0.00
-43.82 -11.34 00.30
-43.30 -11.58 00.40
-40.84 -09.45 00.40
-41.00 -09.40 00.60
