-50.35 -19.89 0.80
-44.63 -21.28 3.20
-48.16 -20.25 0.70
-46.95 -21.60 4.00
-45.04 -21.14 2.20
-46.32 -20.67 2.20
-49.18 -20.30 1.00
-45.67 -21.59 9.00
-48.18 -21.02 3.60
-45.49 -21.61 6.60
-48.55 -20.00 0.70
-51.65 -26.00 11.70
-52.00 -25.78 4.20
-53.48 -25.53 2.20
-51.74 -25.49 10.10
-51.08 -26.23 18.20
-53.74 -24.19 3.30
-54.56 -22.97 2.00
-54.58 -25.42 0.80
-53.53 -22.38 1.60
-53.17 -23.18 6.20
-48.54 -17.99 0.00
-48.67 -16.15 0.10
-47.98 -18.45 0.30
-49.10 -18.42 0.10
-47.70 -19.13 0.20
-50.16 -18.07 0.10
-47.68 -18.05 0.10
-50.50 -19.02 0.20
-50.52 -22.94 1.70
-51.33 -22.65 3.70
-49.73 -23.01 11.60
-49.23 -23.22 9.00
-50.71 -24.06 18.20
-52.87 -22.50 2.60
-47.33 -16.21 0.10
-44.76 -18.95 1.30
-44.86 -15.93 0.10
-45.07 -16.37 0.80
-45.27 -18.16 1.30
-43.83 -11.35 0.10
-48.55 -22.52 6.20
-46.91 -23.46 12.30
-48.99 -21.76 2.10
-50.20 -21.12 0.90
-48.30 -13.40 0.00
-51.20 -27.78 3.80
-51.33 -27.60 5.60
-53.04 -27.14 0.40
-52.38 -27.27 2.10
-51.78 -27.52 1.80
-52.73 -27.35 0.50
-52.54 -26.66 0.60
-55.05 -28.14 0.30
-51.87 -18.68 0.20
-50.76 -19.16 0.10
-50.64 -19.12 0.10
-51.35 -20.40 0.50
-51.63 -20.86 0.40
-53.18 -20.06 0.40
-52.87 -21.66 0.40
-52.91 -22.46 1.00
-50.80 -13.69 0.00
-49.26 -08.27 0.20
-48.37 -09.76 0.00
-47.39 -09.31 0.50
-47.48 -07.33 0.70
-49.65 -03.83 0.10
-51.67 -29.07 0.90
-51.39 -29.01 2.50
-53.28 -29.45 0.30
-52.54 -28.56 0.60
-53.19 -29.02 0.00
-48.87 -25.14 16.50
-49.52 -27.14 9.40
-69.12 -12.60 0.90
-59.46 -10.16 0.10
-65.35 -10.73 0.20
-58.96 -15.12 0.10
-64.65 -09.25 0.50
-64.43 -12.43 0.10
-60.70 -11.99 0.10
-63.45 -08.75 0.30
-63.97 -08.87 0.30
-52.00 -06.74 0.10
-51.77 -06.75 0.40
-51.91 -03.41 0.40
-55.77 -10.98 0.00
-57.04 -09.19 0.20
-42.57 -16.74 0.50
-39.59 -15.97 0.90
-59.47 -01.92 0.80
-54.30 -02.82 0.80
-52.52 -00.65 0.20
-51.20  00.86 0.20
-43.57 -06.75 0.50
-54.83 -17.09 0.10
-58.73 -15.24 0.10
-55.78 -14.87 0.00
-54.83 -17.61 0.10
-39.00 -12.58 0.20
-40.20 -17.90 3.20
-41.72 -20.92 4.40
-42.85 -20.21 3.90
-42.85 -19.64 2.70
-42.66 -19.12 3.10
-40.92 -19.50 3.80
-45.87 -23.37 15.90
-46.03 -23.20 11.70
-44.57 -22.53 11.90
-43.84 -22.48 9.90
-43.54 -21.91 2.70
-43.36 -21.94 2.80
-42.58 -21.84 5.40
-43.83 -22.69 11.10
-53.67 -25.51 1.40
-42.41 -21.45 3.90
-64.66 -09.26 0.80
-51.77 -03.13 0.40
-49.95 -21.60 0.00
-45.57 -06.75 0.00
-43.82 -11.34 01.20
-43.30 -11.58 01.40
-40.84 -09.45 00.30
-41.00 -09.40 02.00
